"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 50",1010812,0,22.9389,32

"Num queries","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q","cut"
13265,0.367098,34826.7,1181,2051,43,74,25,25,1.35
13265,0.399421,31715.9,1326,2288,48,83,25,30,1.35
13265,0.45543,25834.8,1666,2867,61,104,25,40,1.35
13265,0.493859,14306.8,1955,3318,73,122,25,50,1.35
13265,0.561873,11183.7,2617,4448,101,168,25,75,1.35
13265,0.607846,9288.34,3228,5351,129,209,25,100,1.35
13265,0.638568,8889.88,3841,6162,156,244,25,125,1.35
13265,0.663786,7776.84,4392,6908,184,278,25,150,1.35
13265,0.701066,6703.27,5530,8388,241,345,25,200,1.35
13265,0.725877,5914.75,6659,9652,294,396,25,250,1.35
13265,0.746491,5296.11,7724,11043,352,456,25,300,1.35
13265,0.777294,4221.25,9841,13975,465,580,25,400,1.35
13265,0.798254,3489.71,11936,16702,575,692,25,500,1.35
13265,0.0436457,195022,285,308,10,10,25,25,1.35
13265,0.0538832,173010,313,338,11,11,25,25,1.35
13265,0.0649167,156276,341,368,12,12,25,25,1.35
13265,0.0760588,142859,369,398,13,13,25,25,1.35
13265,0.087611,129897,397,427,14,14,25,25,1.35
13265,0.0992145,118926,425,456,15,15,25,25,1.35
13265,0.110939,112481,452,486,16,16,25,25,1.35
13265,0.122934,105002,479,515,17,17,25,25,1.35
13265,0.134423,98723.6,507,545,18,18,25,25,1.35
13265,0.145833,92918.2,534,574,19,19,25,25,1.35
13265,0.157141,88109.1,561,603,20,20,25,25,1.35
13265,0.168271,83717.8,588,632,21,21,25,25,1.35
13265,0.179175,79676.9,615,661,22,22,25,25,1.35
13265,0.189735,75180.1,642,690,23,23,25,25,1.35
13265,0.200127,72287.6,669,720,24,24,25,25,1.35
13265,0.21034,68970,696,749,25,25,25,25,1.35
13265,0.21989,67048.1,722,778,26,26,25,26,1.35
13265,0.238779,61733.6,776,835,28,28,25,28,1.35
13265,0.256733,57096.5,829,893,30,30,25,30,1.35
13265,0.297538,49333.5,961,1038,35,35,25,35,1.35
13265,0.857399,1838.9,21957,30131,1145,1296,25,1000,10


"GRAPH","Parameters","Size","Build time","Avg degree","Max degree"
"Vamana","R = 32, L = 50",1010812,0,22.9389,32

"Num queries","Target recall","Actual recall","QPS","Average Cmps","Tail Cmps","Average Visited","Tail Visited","k","Q","cut"
13265,0,0.373823,31546.3,1211,2104,44,77,25,26,1.35
13265,0,0.386804,30806.9,1268,2191,46,80,25,28,1.35
13265,0,0.399421,32255.8,1326,2288,48,83,25,30,1.35
13265,0,0.414583,21213.8,1417,2463,52,90,25,32,1.35
13265,0,0.424868,21493.7,1473,2546,54,92,25,34,1.35
13265,0,0.435091,21144.4,1528,2655,56,96,25,36,1.35
13265,0,0.443573,22372.3,1579,2716,58,99,25,38,1.35
13265,0,0.45543,22555.7,1666,2867,61,104,25,40,1.35
13265,0,0.474352,21308.4,1796,3053,66,112,25,45,1.35
13265,0,0.493859,19654.1,1955,3318,73,122,25,50,1.35
13265,0,0.508722,18579.9,2084,3506,77,130,25,55,1.35
13265,0,0.524381,17301,2240,3807,83,140,25,60,1.35
13265,0,0.540909,16274,2356,4031,90,153,25,65,1.35
13265,0,0.551089,15559.7,2474,4190,95,159,25,70,1.35
13265,0,0.573012,13938.9,2761,4644,107,175,25,80,1.35
13265,0,0.590266,12777.2,3018,5017,117,192,25,90,1.35
13265,0,0.607846,11794.8,3228,5351,129,209,25,100,1.35
13265,0,0.633848,10606.7,3732,6059,151,237,25,120,1.35
13265,0,0.655334,9375.17,4163,6616,174,265,25,140,1.35
13265,0,0.672549,8410.52,4644,7246,195,291,25,160,1.35
13265,0,0.686513,7668.95,5092,7789,216,312,25,180,1.35
13265,0,0.701066,7035.06,5530,8388,241,345,25,200,1.35
13265,0,0.714367,6762.46,6093,8988,268,372,25,225,1.35
13265,0,0.725877,6407.18,6659,9652,294,396,25,250,1.35
13265,0,0.737336,5887.32,7184,10438,325,431,25,275,1.35
13265,0,0.746491,5469.86,7724,11043,352,456,25,300,1.35
13265,0,0.770651,4496.31,9296,13163,437,550,25,375,1.35
13265,0,0.798254,3492.69,11936,16702,575,692,25,500,1.35
13265,0,0.834961,2381.55,16991,23380,864,1000,25,750,1.35
13265,0,0.857487,1828.56,21959,30128,1145,1295,25,1000,1.35


